source_file,line_number,extracted_ship,char_count,size_category,format_type,at_symbols,emdashes,hyphens,semicolons,periods,estimated_total_ships,estimated_missed_ships,raw_line_preview
"10. 153-157 - September 1 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p005.txt",17,MISSING_FROM_OCR,537,MEDIUM,OTHER,0,38,0,37,1,1,0,"Cronstadt—2,485; Gefle—3,942; Riga—2,489; Gothenburg—1,030; Pensacola—1,248; Archangel—588; Sundswall—1,592; Helsingfors—450; Kotka—2,067; Rotterdam—338; Wyburg—2,116; Ny Karleby—687; Iggesund—736; Pe..."
"10. 153-157 - September 1 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p005.txt",17,MISSING_FROM_OCR,507,MEDIUM,OTHER,0,36,0,35,1,1,0,"Riga—2,489; Gothenburg—1,030; Pensacola—1,248; Archangel—588; Sundswall—1,592; Helsingfors—450; Kotka—2,067; Rotterdam—338; Wyburg—2,116; Ny Karleby—687; Iggesund—736; Petersburg—480; Pernoviken—580; ..."
"10. 153-157 - September 1 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p005.txt",17,MISSING_FROM_OCR,477,LOW,OTHER,0,34,0,33,1,1,0,"Pensacola—1,248; Archangel—588; Sundswall—1,592; Helsingfors—450; Kotka—2,067; Rotterdam—338; Wyburg—2,116; Ny Karleby—687; Iggesund—736; Petersburg—480; Pernoviken—580; Quebec—2,015; Strangor—313; Ja..."
"10. 153-157 - September 1 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p005.txt",17,MISSING_FROM_OCR,445,LOW,OTHER,0,32,0,31,1,1,0,"Sundswall—1,592; Helsingfors—450; Kotka—2,067; Rotterdam—338; Wyburg—2,116; Ny Karleby—687; Iggesund—736; Petersburg—480; Pernoviken—580; Quebec—2,015; Strangor—313; Jacobstadt—526; Christiania—818; A..."
"10. 153-157 - September 1 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p005.txt",17,MISSING_FROM_OCR,411,LOW,OTHER,0,30,0,29,1,1,0,"Kotka—2,067; Rotterdam—338; Wyburg—2,116; Ny Karleby—687; Iggesund—736; Petersburg—480; Pernoviken—580; Quebec—2,015; Strangor—313; Jacobstadt—526; Christiania—818; Abo—608; Arendal—150; Mesane—420; F..."
"10. 153-157 - September 1 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p005.txt",17,Ny,369,LOW,OTHER,0,27,0,26,1,1,0,"Ny Karleby—687; Iggesund—736; Petersburg—480; Pernoviken—580; Quebec—2,015; Strangor—313; Jacobstadt—526; Christiania—818; Abo—608; Arendal—150; Mesane—420; Forsby—419; Uleaborg—1,452; Pitea—994; Tuna..."
"10. 153-157 - September 1 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p005.txt",17,MISSING_FROM_OCR,307,LOW,OTHER,0,23,0,22,1,1,0,"Quebec—2,015; Strangor—313; Jacobstadt—526; Christiania—818; Abo—608; Arendal—150; Mesane—420; Forsby—419; Uleaborg—1,452; Pitea—994; Tunadal—495; Stockholm—62; Tornea—544; Brahestad—488; Iggesund—495..."
"10. p. 146-149 - September 5 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p003.txt",10,Ida,1197,HIGH,STANDARD,21,20,0,0,61,21,20,"Ida @ Fredrikshamn,—46 c. deals, Bjufstrom. Henriette @ Fredrikstad,—221 c. deals, &c., Steweni. Nile (s) @ Cronstadt,—2,860 pcs. lathwood, 2,500 rickers, 6,000 staves, 633 railings, 230 balks, Stewen..."
"10. p. 146-149 - September 5 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p003.txt",11,Emelie Charlotta,502,MEDIUM,STANDARD,8,9,0,0,29,8,7,"Emelie Charlotta @ Cronstadt,—54 c. deals, &c., Shields. Galilei @ Cronstadt,—55 c. deals, &c., @ Hernosand,—68 c. deals &c., Bjufstrom. Amfors,—44 c. deals, Bjufstrom. 46 c. deals, &c., Steweni. Aura..."
"10. p. 146-149 - September 5 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p003.txt",12,Albanian,380,LOW,STANDARD,6,6,0,0,20,6,5,"Albanian (s) @ Cronstadt,—4,050 pcs. lathwood, 55 c. deals, &c., 496 pcs. rickers, Brown. Lucy @ Archangel,—63 c. deals, &c. Tasso (s) @ Drontheim,—54 c. deals, 9 fms. firewood, &c., Bjufstrom. Durham..."
"10. p. 146-149 - September 5 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p003.txt",15,Vibilla,336,LOW,STANDARD,4,5,0,0,16,4,3,"Vibilla @ Port Hastings, C.B.,—1,371 pcs. timber, 3 fms. firewood, 3 fms. lathwood, Brown. Die Ostse @ Stettin,—272 pcs. deal ends, 69 c. deals, &c., Wilson. Die Skrageroe,—4,644 pcs. timber, Winter. ..."
"10. p. 146-149 - September 5 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p003.txt",24,Gros,533,MEDIUM,STANDARD,9,10,0,0,23,9,8,"Gros @ Helsingfors,—17,886 deals, &c., Barnes & Sons. Elinor @ Messina @ Skonvik,—4,305 deals, &c., May & Co. Jessie @ Sundswall,—7,529 pcs. deals, &c., Swartwick,—16,838 deals, &c., May & Co. Central..."
"10. p. 146-149 - September 5 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p003.txt",33,Fileman,328,LOW,STANDARD,5,4,0,0,16,5,4,"Fileman @ Archangel,—full cargo of props, E. S. Jobson & Co. Rhodes & Co. Ulbrika @ Skelleftea,—1,395 pcs. of timber, Order. Carl August @ Gefle,—10,096 pcs. deals, battens, and boards, Order. Neptunu..."
"10. p. 146-149 - September 5 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p003.txt",34,Oscar,311,LOW,STANDARD,4,5,0,0,15,4,3,"Order. Oscar @ Riga,—full cargo of props, E. S. Jobson & Co. Josephine @ Westerwick,—full cargo of props, E. S. Jobson & Co. Glide @ Sundswall,—full cargo of props, E. S. Jobson & Co. Louise @ Stettin..."
"10. p. 146-149 - September 5 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p004.txt",12,Stirling,311,LOW,STANDARD,3,3,0,0,4,3,2,"Stirling @ Cronstadt, —140 loads lathwood, 109 rickers, Order. Madge Wildfire @ Quebec, —1,268 deals, Ferguson, Davidson, & Co. 36 walnut, 64 ash, 562 pine, 2,153 birch, 45 elm, 43 cherry, 17 walnut, ..."
"10. p. 146-149 - September 5 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p004.txt",51,Caroline,348,LOW,STANDARD,5,6,0,0,11,5,4,"Caroline @ Moss, —2,730 pit props, Grangemouth Coal Company. Catherine @ Gothenburg, —8,007 battens, Order. Sleipner @ Riga, —3,398 deals, A. Thomson & Nephews. Bjorneborg, —11,081 deals and battens, ..."
"10. p. 146-149 - September 5 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p004.txt",52,Friheden,349,LOW,STANDARD,5,4,0,0,15,5,4,"Friheden @ Skonvik —683 pcs. fir timber, 1,245 deals, J. T. Salvesen & Co. Chieftain @ Pitea, —2,701 pcs. timber, 988 deals, A. Thomson & Nephews. Doris Mentz @ Riga, —430 pcs. timber, 599 deals and e..."
"10. p. 146-149 - September 5 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p004.txt",59,Der Obertrill,512,MEDIUM,STANDARD,10,10,0,0,9,10,9,"Der Obertrill @ Riga, —2,390 sleepers, Calder & Co. Vorwartz @ Riga, —1,972 sleepers, Calder & Co. Oberon @ Riga, —3,070 sleepers, Calder & Co. Cita @ Gothenburg, —4,380 pit props, Order. Tangen @ Chr..."
10. p. 234-236 - Imports - September 3 1887 - Timber Trades Journal 1887_p003.txt,54,Melmerby,435,LOW,HYPHEN_SEMICOLON,0,0,8,6,25,1,0,"Melmerby-Quebec-220 pcs. oak, 1,950 pcs. pipe staves, 3,600 pcs. W.I. staves-Singleton, Dunn & Co. ; 151 pcs. ash, 52 pcs. square white pine; 141 pcs. W.I. white pine - Allison, Cousland & Hamilton ; ..."
10. p. 234-236 - Imports - September 3 1887 - Timber Trades Journal 1887_p003.txt,106,London,986,MEDIUM,OTHER,0,2,0,1,12,1,0,"London Bridge.—The meeting for public examination in this case was held last week before Mr. Registrar Linklater, the bankrupt being described in the receiving order as H. Collins. He stated in his pr..."
10. p. 276 - Impors - March 5 1887 - Timber Trades Journal 1887.txt,158,New,1057,HIGH,OTHER,0,1,0,1,21,1,0,"New Swindon.—The public examination of this debtor was held at the Swindon Bankruptcy Court on the 11th inst., before Mr. Registrar Tombs. Mr. Henry C. Withy represented the estate, Mr. A. E. Withy th..."
10. p. 276 - Impors - March 5 1887 - Timber Trades Journal 1887.txt,184,Pembroke,1136,HIGH,OTHER,0,2,0,1,20,1,0,"Pembroke Dock.—This debtor came up for his public examination before Mr. Registrar Owen, at the Pembroke Dock Court. The statement of affairs filed showed liabilities £1,941 15s. 10d., and assets £516..."
"11. 171-173 - September 15 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p002.txt",3,Veritas,474,LOW,STANDARD,5,7,0,0,13,5,4,"Order. Veritas @ Quebec,—1,490 deal ends, 11,365 deals, &c., 554 scantlings, 25,500 ft. planks, 3,500 palings, F. Ranes,—1,985 battens, 6,322 rickers, Order. Minnie Carvill @ Bay of Islands, —848 pcs...."
"11. 171-173 - September 15 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p002.txt",8,Diamond,176908,MEGA,STANDARD,1389,1389,2,2,6916,1389,1388,"Diamond @ Riga,—2,647 pcs. deals, H. Sheraton & Co. Baltic @ Oscarshamn,—6,404 pcs. props, C. Berve. Dania @ Gefle,—5,935 pcs. deals and boards. Awio @ Bjorneborg,—15,861 pcs. deals, battens, and boar..."
"11. 171-173 - September 15 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p002.txt",8,Etna,176045,MEGA,STANDARD,1377,1377,0,0,6877,1377,1376,"Etna @ Riga,—22,999 pcs. deals and deal ends. Melita @ Riga,—11,891 pcs. deals and boards, J. Rhodes & Co. Avalanche @ Quebec,—113 pcs. oak timber, 18 pcs. birch timber, 163 pcs. white pine timber, 3,..."
"11. 171-173 - September 15 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",3,William Jackson,1159,HIGH,STANDARD,15,15,0,1,34,15,14,"William Jackson @ Quebec,—94 pcs. oak, 94 pcs. elm, 21 pcs. ash, 145 pcs. birch, 400 pcs. white pine, 8,789 deals, 420 deal ends, 1,881 pipe staves, 7,200 W.I. staves, May & Hassell. Hants County @ Mi..."
"11. 171-173 - September 15 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",3,La Gitana,600,MEDIUM,STANDARD,9,9,0,0,16,9,8,"Jones & Nash. La Gitana @ Cronstadt,—7,365 deals and ends, Jones & Nash. Diana @ Christiania,—39,379 planed boards, H. Denty. Henry Parr @ Christiania,—7,852 spars, poles and props, G. M. Barnes & Kin..."
"11. 171-173 - September 15 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",6,Lucie Marie,1286,HIGH,STANDARD,19,18,1,1,30,19,18,"Lucie Marie @ Brevig,—3,658 pieces hewn timber, poles, and props, Peacock Bros. Russia @ Gefle,—18,742 deals and boards, J. & H. H. Thompson & Son. Alice Wilson @ Quebec,—703 pcs. pine deals and, 2,85..."
"11. 171-173 - September 15 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",6,Rapid,750,MEDIUM,STANDARD,11,11,0,0,16,11,10,"Co. Rapid @ Fredrikshald,—11,041 deals and battens, John Thompson. Ferndale @ Riga,—7,072 pit props, English & Swedish Timber Co. Ida @ Holmstadt,—19,987 round sleepers, Armstrong, Addison, & Co. Dorc..."
"11. p. 169-172 - September 18 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",4,Catherine,579,MEDIUM,STANDARD,8,9,0,2,15,8,7,"Sept. 4. Catherine @ Riga,—2,884 deals, Order. Hereasund, —9,758 deals, battens, and boards, 30 pcs. Lucca @ Miramichi,—9,986 deals and ends, Order. Luther @ Gefle,—7,195 battens and deals, Order. Naj..."
"11. p. 169-172 - September 18 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",6,Diana,466,LOW,STANDARD,7,6,0,2,12,7,6,"Sept. 7. Diana @ Laurvig,—[?],046 pit props, Order. Sylphiden @ Laurvig,—10,464 pit props, Order. Fair Maid @ Gothenburg,—14,303 pit props, Order. Maria Henricka @ Gothenburg,—42 standards, Order. Bro..."
"11. p. 169-172 - September 18 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",9,Active,344,LOW,STANDARD,4,4,0,0,11,4,3,"Sept. 11. Active @ Christiansand,—staves, W. [?]. Ornan @ Memel,—13,210 headings, 58,350 staves, Or[der]. and Arendal Packet @ Arendal,—1,180 pit props, timber, Hall Bros. Da Cape @ Memel, 4,559 deals..."
"11. p. 169-172 - September 18 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",19,Activ,432,LOW,STANDARD,6,8,1,0,21,6,5,"Sept. 4. Activ @ Pitea,—5,620 deals, &c., J. R[hodes]. @ Pitea,—10,607 battens and boards, J. Rhodes & Memel,—17,940 staves, Order. Fylla @ Archangel,— ends, Harston & Sheraton. Trientze Gesina @ Riga..."
"11. p. 169-172 - September 18 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",20,Rathwaite Hall,524,MEDIUM,STANDARD,6,4,1,0,28,6,5,"Sept. 6. Rathwaite Hall (s) @ Riga,—6,478 [?] sleepers, Order. Charles Lambert @ Gefl[e]. J. Rhodes & Co. Olaf @ Sprangsviken,—4,331 [?] 11,948 boards, R. Wade, Sons, & Co. Congal @ deals, &c., Wm. Br..."
"11. p. 169-172 - September 18 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",30,Storfursten,369,LOW,STANDARD,5,7,0,0,15,5,4,"Sept. 14. Storfursten @ Uleaborg,—18,865 deals. Augusta @ Pitea,—3,823 battens, Harston & Sheraton. leman @ Riga,—5,039 deals and ends, W. Dawbarn [?] Archangel,—4,623 pcs. deals and ends, Harrison & ..."
11. p. 285-286 - Imports - March 12 1887 - Timber Trades Journal 1887_p001.txt,121,Hermod,403,LOW,HYPHEN_SEMICOLON,0,0,13,7,24,1,0,"Hermod (s)-Gothenburg-1,000 bdls. laths-H. Sheraton & Co.; 2,068 bdls. laths-S. Brad-ley & Co.; 350 bdls. laths-T. W. Allen; 1,000 bdls. laths-L. & N. W. Railway Co.; 1,000 bdls. laths, 115 doors-H. B..."
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",3,Constitution,626,MEDIUM,STANDARD,12,11,0,0,27,12,11,"Constitution @ Onega,—7,049 pcs. deals, &c., Order. Nora @ Sundarne,—1,247 doz. deals, Order. Falcon @ Holmsund,—90 fms. firewood, 2,207 doz. deals, Order. Newea @ Dram, —602 staves, Dahll & Sadler. M..."
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",8,Caspian,965,MEDIUM,STANDARD,11,9,0,0,48,11,10,"Caspian (s) @ Quebec,—2,312 pcs. deals, Order. Transit @ Portland,—22,087 pcs. deals, 591 pcs. deal ends, 18,465 pcs. palings, 27,500 pcs. laths, Order. Tiger @ Port Saunders,—1,091 pcs. timber, 1,402..."
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",9,Nora,547,MEDIUM,STANDARD,6,6,0,0,25,6,5,"Nora @ Archangel,—10,180 pcs. deals, &c., Order. M. and E. Caun @ Quebec,—792 pcs. timber, 2,700 pcs. 11 std. deals, 7,072 staves, 70 pcs. planks, Sundry Consignees. British Queen (s) @ Havre,—67 logs..."
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",29,Isis,723,MEDIUM,STANDARD,13,14,0,0,39,13,12,"Isis @ Wyburg,—98 c. deals, &c., M. Mesane,—2 c. deals, Shields. Hanna @ Wyburg,—12 c. deals, &c., Granberg. Valkyrien @ Wyburg,—7,215 pcs. lathwood, 3,802 birch props, Brown. Hilma @ Hernosand,—86 c...."
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",30,Severn,494,LOW,STANDARD,10,10,0,0,30,10,9,"Severn (s) @ Stockholm,—4 fms. firewood, Good. Sarjola @ Pensacola,—482 pcs. timber, 3 c. deals, Steweni. Finstrom @ Wyburg,—17,634 props, Granberg. Leopard @ Bjorueborg,—156 c. deals, &c., Granberg. ..."
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",32,Rollo,980,MEDIUM,STANDARD,16,16,0,0,50,16,15,"Rollo (s) @ Christiania,—44 c. boards, 31 c. deals, &c., Jenkins. Derby (s) @ Cronstadt,—14,954 pcs. lathwood, 1,000 bdls. laths, 1,172 pkgs. deals, 1,140 rickers, Bailey. Joseph Somes (s) @ Cronstadt..."
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",35,Harry Bailey,534,MEDIUM,STANDARD,8,8,0,0,25,8,7,"Harry Bailey @ St. John's, N.B.,—421 pcs. timber, 15,152 pcs. deals, &c., 15,250 pcs. palings, Order. Emanuel @ Archangel,—322 c. deals, &c. Erling Skjalgson @ Onega,—673 pcs. timber, 233 pcs. deal en..."
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p003.txt",9,Johanna,465,LOW,STANDARD,7,6,0,0,16,7,6,"Johanna @ Soderhamn,—18,680 pcs. deals, Fawcus, Craggs & Co. Uicola @ Farsend,—a quantity of [?] Order. Danube @ Cronstadt,—6,102 pcs. deals, Harrison, [?]. Charles Lambert @ Wyburg,—14,184 pcs. deals..."
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p003.txt",10,Expectance,381,LOW,STANDARD,6,6,0,0,12,6,5,"Expectance @ Memel,—5,699 pcs. deals, timber and boards, Order. Ellida @ Sundswall,—6,174 pcs. battens, Mitchell & Co. Oden @ Hudikswall,—9,474 pcs. deals, battens, and boards, Order. Uiam @ Soderhamn..."
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p003.txt",11,Victor,657,MEDIUM,STANDARD,12,11,0,0,23,12,11,"Victor @ Kotka,—7,057 pcs. deals, Order. Ingeborg @ Memel,—5,619 pcs. deals, battens, Order. August Julius @ Riga,—2,906 pcs. square sleepers, Order. Care Albert @ Stromsund,—3,765 pcs. sleepers, Orde..."
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p003.txt",13,Altermann,331,LOW,STANDARD,3,4,0,0,15,3,2,"Order. Altermann @ Helsingfors,—8,370 pcs. boards, 33 pcs. square timber, R. Wade, Sons & Co. Na[?]—322 pcs. fir timber, 5,213 pcs. deals, 1,200 pcs. oak [?], Wade, Sons & Co. Content @ Soderhamn,—11,..."
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p003.txt",15,Hertha,579,MEDIUM,STANDARD,8,8,0,0,20,8,7,"Hertha @ Stettin,—247 pcs. oak [?] fir timber, 252 pcs. sleepers, Thomas Walker & Co. Thorwall,—1,440 pcs. fir timber, 2,137 pcs. battens, Thomas Walker [?]. Johanna Emilie @ Soroka,—5,875 pcs. deals,..."
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p003.txt",56,Isabelle Mott,323,LOW,STANDARD,2,2,0,0,9,2,1,"Isabelle Mott @ Annapolis, N. S.,—10,611 spruce deals, 9,001 pcs. battens, 82 spruce deal ends, 136 planks, 41,035 palings, 1,467 pieces oak, Clerk, Dixon & Co. 422 pine deals, 309 spruce deal ends, 4..."
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p004.txt",4,gang,626,MEDIUM,STANDARD,10,9,0,0,25,10,9,"gang @ Swartwick,—495 pcs. timber, 618 deals, Order. Concordia @ Sundswall,—699 pcs. timber, 1,177 deals, J. T. Salvesen & Co. Frederikke @ Sundswall,—298 pcs. timber, 714 deals, Wm. Shanks. Tugend @ ..."
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p004.txt",14,Daguy,417,LOW,STANDARD,3,3,0,0,17,3,2,"Daguy @ Drammen,—6,941 battens, James M'Lean & Co. Emily Lowther @ Quebec,—279 pcs. elm, 493 pcs. square white pine, 2,052 cull pipe staves, 6,000 W.O.W.I. staves, 2,305 pine deals, 680 pine deal ends..."
"12. 187-191 - September 29 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",10,Maria,324,LOW,STANDARD,5,5,0,0,15,5,4,"September 19. Maria @ Gothenburg,—42,969 pcs. pit props, P. Hardy Bros. Zenobia @ Stockholm,—2,140 battens, 991 pcs. timber, T. Bell & Co. Annie @ Langror,—2,352 pcs. deals, 2,696 pcs. battens, Carr &..."
"12. 187-191 - September 29 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",11,Helena,582,MEDIUM,STANDARD,9,9,0,1,23,9,8,"September 20. Helena @ Gothenburg,—3,553 pcs. deals and battens, J. Graham & Co. Carl Johan @ Laurvig,—2,352 pcs. deals, battens, and staves, Order. Tjelwar @ Kattegat,—25,232 pcs. headings, Pyman, Be..."
"12. 187-191 - September 29 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",12,Auguste,435,LOW,STANDARD,9,9,0,0,17,9,8,"September 21. Auguste @ Memel,—44 deals, 276 pcs. lathwood, W. Southern & Son. Castilia @ Pensacola,—14,595 pcs. props, Hall Brothers. Rudolph @ Nyvik,—deals and battens, Order. Cecilie @ Uleaborg,—Cu..."
"12. 187-191 - September 29 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",13,Augusta,336,LOW,STANDARD,5,5,0,0,17,5,4,"September 22. Augusta @ Gothenburg,—244 pcs. timber, 3,553 pcs. deals, 1,090 pcs. battens, J. Graham & Co. Carl Johan @ Laurvig,—5,967 pcs. deals, J. Graham & Co. Maria @ Gefle,—5,967 pcs. deals, J. G..."
"12. 187-191 - September 29 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",14,Flora,1793,HIGH,STANDARD,23,23,0,0,68,23,22,"September 24. Flora @ Miramichi,—35,230 deals, battens, &c., Grace Andrews @ Point Smith & Co. Saga @ Tatmagouche,—781 pcs. deals and ends, 5 fms. lathwood, Jones & Nash. Island,—13,205 deals, 134 end..."
"12. 187-191 - September 29 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",19,Alecto,1334,HIGH,STANDARD,22,23,0,0,31,22,21,"Alecto @ Christiansand—5,685 pit props, Pyman, Bell, & Co. Mathilda @ Altona—10,089 sleepers, 912 pit props, F. C. Huntley. Celsus (s) @ Sundswall,—13,175 pit props, Order. Astley @ Sundswall,—14,605 ..."
"12. 187-191 - September 29 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",20,Helene,996,MEDIUM,STANDARD,15,16,0,1,41,15,14,"September 20. Helene @ Holmstrand,—4,083 pcs. battens, W. Southern & Son. Condor @ Memel,—247 pcs. fir timber, 1,698 pcs. deals, 6 fathoms lathwood, Rennoldson & Co. Petter @ Stockholm, Christiansand,..."
"12. 187-191 - September 29 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",20,Harvest Queen,349,LOW,STANDARD,5,5,0,0,16,5,4,"Order. Harvest Queen @ Memei,—7,017 pcs. deals, 65 pcs. lathwood, Order. Celeste Henri @ Memei,—7,017 pcs. deals, 65 pcs. lathwood, Order. timber, Borries, Craig, & Co. Aravna @ Halmstad,—5,534 pcs. p..."
